Rank,City,Crime Index,Safety Index,Country,Continent_x,Population_2022,Area_km2,Density_per_km2,Growth Rate,GDP_2022,GDP_2023,Continent_y,City_Country,Latitude,Longitude,School_Enrollment_2022,Unemployment_Rate_2022,Income_per_Capita_2021
2,Pretoria,81.98,18.02,South Africa,Africa,59893885.0,1221037.0,49.0517,1.0084,406920004594.074,380699271814.508,Africa,"Pretoria, South Africa",-25.7459277,28.1879101,27.1743202209473,33.268,5520.94799061464
3,Celaya,81.8,18.2,Mexico,North America,127504125.0,1964375.0,64.9082,1.0063,1464312692331.58,1789114434843.46,Americas,"Celaya, Mexico",20.5222851,-100.83077392892064,46.4061317443848,3.256,7443.53351798716
4,San Pedro Sula,80.87,19.13,Honduras,North America,10432860.0,112492.0,92.7431,1.015,31426041806.7985,34400509852.0436,Americas,"San Pedro Sula, Honduras",15.5062156,-88.0248937,22.1740608215332,8.774,2404.35299386921
5,Port Moresby,80.71,19.29,Papua New Guinea,Oceania,10142619.0,462840.0,21.9139,1.0194,31647277767.3976,30729242919.4411,Oceania,"Port Moresby, Papua New Guinea",-9.4743301,147.1599504,100.39470214843777,2.689,1831.82762498794
6,Durban,80.6,19.4,South Africa,Africa,59893885.0,1221037.0,49.0517,1.0084,406920004594.074,380699271814.508,Africa,"Durban, South Africa",-29.861825,31.009909,27.1743202209473,33.268,5520.94799061464
7,Johannesburg,80.55,19.45,South Africa,Africa,59893885.0,1221037.0,49.0517,1.0084,406920004594.074,380699271814.508,Africa,"Johannesburg, South Africa",-26.205,28.049722,27.1743202209473,33.268,5520.94799061464
8,Kabul,79.39,20.61,Afghanistan,Asia,41128771.0,652230.0,63.0587,1.0257,14497243872.1337,17233051620.1117,Asia,"Kabul, Afghanistan",34.5553,69.2075,10.8584403991699,14.1,340.523243575066
9,Rio de Janeiro,77.93,22.07,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Rio de Janeiro, Brazil",-22.9110137,-43.2093727,60.3906211853027,9.231,5775.8395830056
10,Natal,77.69,22.31,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Natal, Brazil",-5.805398,-35.2080905,60.3906211853027,9.231,5775.8395830056
11,Fortaleza,77.36,22.64,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Fortaleza, Brazil",-3.7304512,-38.5217989,60.3906211853027,9.231,5775.8395830056
12,Port Elizabeth,76.44,23.56,South Africa,Africa,59893885.0,1221037.0,49.0517,1.0084,406920004594.074,380699271814.508,Africa,"Port Elizabeth, South Africa",-33.9618359,25.6186512,27.1743202209473,33.268,5520.94799061464
13,Recife,76.42,23.58,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Recife, Brazil",-8.0584933,-34.8848193,60.3906211853027,9.231,5775.8395830056
16,Salvador,75.69,24.31,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Salvador, Brazil",-12.9822499,-38.4812772,60.3906211853027,9.231,5775.8395830056
17,Rosario,75.11,24.89,Argentina,South America,45510318.0,2780400.0,16.3683,1.0052,632790070063.124,646075277525.125,Americas,"Rosario, Argentina",-32.9593609,-60.6617024,107.047912597656,6.805,9092.08560830429
20,Rockhampton,73.51,26.49,Australia,Oceania,26177413.0,7692024.0,3.4032,1.0099,1690858246994.43,1728057316695.61,Oceania,"Rockhampton, Australia",-23.3782137,150.5134227,106.240760803223,3.728,45710.8904505974
21,Cape Town,73.13,26.87,South Africa,Africa,59893885.0,1221037.0,49.0517,1.0084,406920004594.074,380699271814.508,Africa,"Cape Town, South Africa",-33.9288301,18.4172197,27.1743202209473,33.268,5520.94799061464
22,Porto Alegre,72.92,27.08,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Porto Alegre, Brazil",-30.0324999,-51.2303767,60.3906211853027,9.231,5775.8395830056
23,Tijuana,71.87,28.13,Mexico,North America,127504125.0,1964375.0,64.9082,1.0063,1464312692331.58,1789114434843.46,Americas,"Tijuana, Mexico",32.5317397,-117.019529,46.4061317443848,3.256,7443.53351798716
24,Kingston,71.44,28.56,Jamaica,North America,2827377.0,10991.0,257.2447,0.9999,17097760723.9201,19423355409.2316,Americas,"Kingston, Jamaica",17.9712148,-76.7928128,66.37527204814714,4.083,4687.72767428817
25,Bloemfontein,71.32,28.68,South Africa,Africa,59893885.0,1221037.0,49.0517,1.0084,406920004594.074,380699271814.508,Africa,"Bloemfontein, South Africa",-29.116395,26.215496,27.1743202209473,33.268,5520.94799061464
28,Lima,70.7,29.3,Peru,South America,34049588.0,1285216.0,26.4933,1.0099,246488757636.211,267603248655.253,Americas,"Lima, Peru",-12.0464,-77.0428,68.31110795338942,3.85,5142.14438609315
29,Guayaquil,70.59,29.41,Ecuador,South America,18001000.0,276841.0,65.0229,1.0114,116586079000.0,118844826000.0,Americas,"Guayaquil, Ecuador",-2.1900563,-79.8868741,59.8797798156738,3.761,4420.8252862934
30,Sao Paulo,70.49,29.51,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Sao Paulo, Brazil",-23.5506507,-46.6333824,60.3906211853027,9.231,5775.8395830056
32,San Salvador,69.79,30.21,El Salvador,North America,6336392.0,21041.0,301.145,1.0035,31988920000.0,34015620000.0,Americas,"San Salvador, El Salvador",13.6989939,-89.1914249,31.2823791503906,2.999,3710.6608174124
33,Cali,69.5,30.5,Colombia,South America,51874024.0,1141748.0,45.4339,1.0069,345329875078.512,363493841244.303,Americas,"Cali, Colombia",3.4519988,-76.5325259,59.2901382446289,10.547,5127.30925580657
34,Mexico City,68.86,31.14,Mexico,North America,127504125.0,1964375.0,64.9082,1.0063,1464312692331.58,1789114434843.46,Americas,"Mexico City, Mexico",19.4326296,-99.1331785,46.4061317443848,3.256,7443.53351798716
35,Windhoek,68.64,31.36,Namibia,Africa,2567012.0,825615.0,3.1092,1.0146,12567271004.6761,12351025066.9131,Africa,"Windhoek, Namibia",-22.53356015,17.045477525861745,28.8917407989502,19.695,3617.97406621175
37,Santo Domingo,68.37,31.63,Dominican Republic,North America,11228821.0,48671.0,230.7087,1.01,113537368176.13,121444279313.931,Americas,"Santo Domingo, Dominican Republic",18.4801972,-69.942111,55.1665306091309,5.504,7364.09894472623
40,Luanda,67.45,32.55,Angola,Africa,35588987.0,1246700.0,28.5466,1.0315,104399746853.401,84824654481.7249,Africa,"Luanda, Angola",-8.8272699,13.2439512,11.0613594055176,14.602,1231.92513309873
43,Campinas,66.74,33.26,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Campinas, Brazil",-22.9056391,-47.059564,60.3906211853027,9.231,5775.8395830056
45,Lagos,66.22,33.78,Nigeria,Africa,218541212.0,923768.0,236.5759,1.0241,477403400101.174,363846332834.618,Africa,"Lagos, Nigeria",6.4550575,3.3941795,26.892542053671452,3.821,1662.53237835855
47,Nantes,65.7,34.3,France,Europe,64626628.0,551695.0,117.1419,1.0015,2796302210398.84,3051831611384.76,Europe,"Nantes, France",47.2186371,-1.5541362,71.4203109741211,7.308,36447.5784621026
48,Bogota,65.42,34.58,Colombia,South America,51874024.0,1141748.0,45.4339,1.0069,345329875078.512,363493841244.303,Americas,"Bogota, Colombia",4.711,-74.0721,59.2901382446289,10.547,5127.30925580657
49,Manila,64.72,35.28,Philippines,Asia,115559009.0,342353.0,337.5434,1.0147,404353369604.631,437146372729.942,Asia,"Manila, Philippines",14.5904492,120.9803621,39.5887565612793,2.598,3196.29090547243
50,Surrey,64.58,35.42,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Surrey, Canada",49.1913033,-122.849143,77.3137588500977,5.279,41986.2328595884
53,Almaty,64.17,35.83,Kazakhstan,Asia,19397998.0,2724900.0,7.1188,1.0105,225496328925.494,262641892078.524,Asia,"Almaty, Kazakhstan",43.2363924,76.9457275,58.9427337646484,4.86,6362.63178237645
54,Male,63.89,36.11,Maldives,Asia,523787.0,300.0,1745.9567,1.0045,6177118113.94637,6590894301.9579,Asia,"Male, Maldives",4.1779879,73.5107387,49.9534454345703,4.419,8388.42332569289
55,Lethbridge,63.89,36.11,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Lethbridge, Canada",49.6945782,-112.8331033,77.3137588500977,5.279,41986.2328595884
56,Dhaka,63.66,36.34,Bangladesh,Asia,171186372.0,147570.0,1160.035,1.0108,460131688909.301,437415331040.994,Asia,"Dhaka, Bangladesh",23.8103,90.4125,22.8396492004395,4.593,2567.44432056871
58,Belo Horizonte,63.54,36.46,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Belo Horizonte, Brazil",-19.9227318,-43.9450948,60.3906211853027,9.231,5775.8395830056
59,Catania,63.51,36.49,Italy,Europe,59037474.0,301336.0,195.9191,0.9966,2102995942720.44,2300941152991.81,Europe,"Catania, Italy",37.5023612,15.0873718,73.8962097167969,8.069,29681.5571261882
60,Kuala Lumpur,63.4,36.6,Malaysia,Asia,33938221.0,330803.0,102.5934,1.0109,407605841348.235,399705169318.477,Asia,"Kuala Lumpur, Malaysia",3.1526589,101.7022205,40.2706604003906,3.93,7704.95361176673
61,Buenos Aires,63.33,36.67,Argentina,South America,45510318.0,2780400.0,16.3683,1.0052,632790070063.124,646075277525.125,Americas,"Buenos Aires, Argentina",-34.6037,-58.3816,107.047912597656,6.805,9092.08560830429
62,Klang,62.84,37.16,Malaysia,Asia,33938221.0,330803.0,102.5934,1.0109,407605841348.235,399705169318.477,Asia,"Klang, Malaysia",3.0448394,101.4447363,40.2706604003906,3.93,7704.95361176673
65,Guatemala City,62.65,37.35,Guatemala,North America,17843908.0,108889.0,163.8725,1.0134,95630524813.106,104450210572.012,Americas,"Guatemala City, Guatemala",14.6416142,-90.5132836,20.67250442504885,3.051,4189.20818789597
66,Marseille,62.51,37.49,France,Europe,64626628.0,551695.0,117.1419,1.0015,2796302210398.84,3051831611384.76,Europe,"Marseille, France",43.2961743,5.3699525,71.4203109741211,7.308,36447.5784621026
67,Tripoli,62.29,37.71,Libya,Africa,6812341.0,1759540.0,3.8717,1.0114,43246297921.8499,45096462972.4014,Africa,"Tripoli, Libya",32.896672,13.1777923,26.892542053671452,19.282,4638.50082445021
69,Curitiba,62.19,37.81,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Curitiba, Brazil",-25.4295963,-49.2712724,60.3906211853027,9.231,5775.8395830056
70,Guadalajara,61.99,38.01,Mexico,North America,127504125.0,1964375.0,64.9082,1.0063,1464312692331.58,1789114434843.46,Americas,"Guadalajara, Mexico",20.6720375,-103.338396,46.4061317443848,3.256,7443.53351798716
71,Red Deer,61.75,38.25,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Red Deer, Canada",52.2690628,-113.8141464,77.3137588500977,5.279,41986.2328595884
72,Kelowna,61.56,38.44,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Kelowna, Canada",49.8879177,-119.495902,77.3137588500977,5.279,41986.2328595884
73,Quezon City,60.99,39.01,Philippines,Asia,115559009.0,342353.0,337.5434,1.0147,404353369604.631,437146372729.942,Asia,"Quezon City, Philippines",14.6510546,121.0486254,39.5887565612793,2.598,3196.29090547243
74,Quito,60.92,39.08,Ecuador,South America,18001000.0,276841.0,65.0229,1.0114,116586079000.0,118844826000.0,Americas,"Quito, Ecuador",-0.2201641,-78.5123274,59.8797798156738,3.761,4420.8252862934
75,Puebla,60.58,39.42,Mexico,North America,127504125.0,1964375.0,64.9082,1.0063,1464312692331.58,1789114434843.46,Americas,"Puebla, Mexico",18.833333,-98.0,46.4061317443848,3.256,7443.53351798716
76,Cairns,60.57,39.43,Australia,Oceania,26177413.0,7692024.0,3.4032,1.0099,1690858246994.43,1728057316695.61,Oceania,"Cairns, Australia",-16.9206657,145.7721854,106.240760803223,3.728,45710.8904505974
77,Cordoba,60.38,39.62,Argentina,South America,45510318.0,2780400.0,16.3683,1.0052,632790070063.124,646075277525.125,Americas,"Cordoba, Argentina",-31.4166867,-64.1834193,107.047912597656,6.805,9092.08560830429
78,Harare,60.35,39.65,Zimbabwe,Africa,16320537.0,390757.0,41.7665,1.0204,32789751736.3323,35231367885.8554,Africa,"Harare, Zimbabwe",-17.8567035,31.0601584,9.85962438583374,10.087,1490.55030945387
79,Craiova,60.2,39.8,Romania,Europe,19659267.0,238391.0,82.4665,1.0171,296354358293.475,350775856415.189,Europe,"Craiova, Romania",44.3190159,23.7965614,58.2390403747559,5.614,12194.3636281641
81,Sudbury,60.1,39.9,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Sudbury, Canada",46.49272,-80.991211,77.3137588500977,5.279,41986.2328595884
82,Naples,59.96,40.04,Italy,Europe,59037474.0,301336.0,195.9191,0.9966,2102995942720.44,2300941152991.81,Europe,"Naples, Italy",40.8358846,14.2487679,73.8962097167969,8.069,29681.5571261882
84,Ghaziabad,59.83,40.17,India,Asia,1417173173.0,3287590.0,431.0675,1.0068,3353470496886.33,3567551674623.01,Asia,"Ghaziabad, India",28.7749966,77.4586967071196,32.6703071594238,4.822,1907.12903981633
85,Sault Ste. Marie,59.81,40.19,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Sault Ste. Marie, Canada",46.5126554,-84.3330301,77.3137588500977,5.279,41986.2328595884
86,Santiago,59.8,40.2,Chile,South America,19603733.0,756102.0,25.9274,1.0057,302116539409.03,335533331669.219,Americas,"Santiago, Chile",-33.4489,-70.6693,99.3372802734375,8.249,11116.895712123
87,Brasilia,59.46,40.54,Brazil,South America,215313498.0,8515767.0,25.2841,1.0046,1951923942083.32,2173665655937.27,Americas,"Brasilia, Brazil",-10.3333333,-53.2,60.3906211853027,9.231,5775.8395830056
88,Nice,59.43,40.57,France,Europe,64626628.0,551695.0,117.1419,1.0015,2796302210398.84,3051831611384.76,Europe,"Nice, France",43.7009358,7.2683912,71.4203109741211,7.308,36447.5784621026
90,Delhi,59.15,40.85,India,Asia,1417173173.0,3287590.0,431.0675,1.0068,3353470496886.33,3567551674623.01,Asia,"Delhi, India",28.6273928,77.1716954,32.6703071594238,4.822,1907.12903981633
91,Baghdad,59.13,40.87,Iraq,Asia,44496122.0,438317.0,101.5158,1.0221,286640340965.517,250842782139.464,Asia,"Baghdad, Iraq",33.3061701,44.3872213,42.730411335704765,15.511,3731.8369389844
92,Nairobi,59.03,40.97,Kenya,Africa,54027487.0,580367.0,93.0919,1.0193,114448978152.637,108038588970.595,Africa,"Nairobi, Kenya",-1.2832533,36.8172449,10.5694704055786,5.707,1789.59666490958
93,Winnipeg,58.93,41.07,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Winnipeg, Canada",49.8955367,-97.1384584,77.3137588500977,5.279,41986.2328595884
94,Minsk,58.72,41.28,Belarus,Europe,9534954.0,207600.0,45.9295,0.9955,73775179924.603,71857382745.6066,Europe,"Minsk, Belarus",53.9024716,27.5618225,70.8675689697266,3.574,5812.02174051461
95,Darwin,58.47,41.53,Australia,Oceania,26177413.0,7692024.0,3.4032,1.0099,1690858246994.43,1728057316695.61,Oceania,"Darwin, Australia",-12.46044,130.8410469,106.240760803223,3.728,45710.8904505974
98,Liege,57.38,42.62,Belgium,Europe,11655930.0,30528.0,381.8111,1.0038,593438820508.173,644782756682.756,Europe,"Liege, Belgium",50.47081585,5.773545903524977,83.5736465454102,5.57,41743.0142804966
99,Noida,57.12,42.88,India,Asia,1417173173.0,3287590.0,431.0675,1.0068,3353470496886.33,3567551674623.01,Asia,"Noida, India",28.5706333,77.3272147,32.6703071594238,4.822,1907.12903981633
101,Malmo,56.59,43.41,Sweden,Europe,10549347.0,450295.0,23.4276,1.0079,579895717343.956,584960475767.32,Europe,"Malmo, Sweden",55.6052931,13.0001566,83.8976135253906,7.392,51830.6266145746
102,Athens,56.42,43.58,Greece,Europe,10384971.0,131990.0,78.68,0.9942,218880566444.349,243498333237.802,Europe,"Athens, Greece",37.9838,23.7275,166.665649414062,12.426,17262.586536424
104,Paris,56.02,43.98,France,Europe,64626628.0,551695.0,117.1419,1.0015,2796302210398.84,3051831611384.76,Europe,"Paris, France",48.8588897,2.3200410217200766,71.4203109741211,7.308,36447.5784621026
106,Geelong,55.76,44.24,Australia,Oceania,26177413.0,7692024.0,3.4032,1.0099,1690858246994.43,1728057316695.61,Oceania,"Geelong, Australia",-38.1493248,144.3598241,106.240760803223,3.728,45710.8904505974
108,Gaborone,55.67,44.33,Botswana,Africa,2630296.0,582000.0,4.5194,1.0162,20321958850.0363,19396084498.0084,Africa,"Gaborone, Botswana",-24.6581357,25.9088474,22.3768501281738,23.615,5455.5673993521
109,Casablanca,55.39,44.61,Morocco,Africa,37457971.0,446550.0,83.883,1.0103,130951926351.241,144417103249.646,Africa,"Casablanca, Morocco",33.5945144,-7.6200284,46.1795501708984,9.494,3372.8427734375
110,San Jose,55.38,44.62,Costa Rica,North America,5180829.0,51100.0,101.3861,1.0052,69243626028.5936,86497941439.0174,Americas,"San Jose, Costa Rica",9.9325427,-84.0795782,54.7189712524414,11.325,11172.4316041155
111,Ulaanbaatar,55.34,44.66,Mongolia,Asia,3398366.0,1564110.0,2.1727,1.0151,17146471713.748,20325121393.9074,Asia,"Ulaanbaatar, Mongolia",47.9184676,106.9177016,64.3169937133789,6.211,2762.494617529
112,Cancun,55.18,44.82,Mexico,North America,127504125.0,1964375.0,64.9082,1.0063,1464312692331.58,1789114434843.46,Americas,"Cancun, Mexico",21.1527467,-86.8425761,46.4061317443848,3.256,7443.53351798716
113,Montpellier,55.16,44.84,France,Europe,64626628.0,551695.0,117.1419,1.0015,2796302210398.84,3051831611384.76,Europe,"Montpellier, France",43.6112422,3.8767337,71.4203109741211,7.308,36447.5784621026
115,Gurgaon,55.09,44.91,India,Asia,1417173173.0,3287590.0,431.0675,1.0068,3353470496886.33,3567551674623.01,Asia,"Gurgaon, India",28.4646148,77.0299194,32.6703071594238,4.822,1907.12903981633
116,Oshawa,55.08,44.92,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Oshawa, Canada",43.8975558,-78.8635324,77.3137588500977,5.279,41986.2328595884
118,Ballarat,55.05,44.95,Australia,Oceania,26177413.0,7692024.0,3.4032,1.0099,1690858246994.43,1728057316695.61,Oceania,"Ballarat, Australia",-37.5623013,143.8605645,106.240760803223,3.728,45710.8904505974
119,Brampton,54.98,45.02,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Brampton, Canada",43.685832,-79.7599366,77.3137588500977,5.279,41986.2328595884
121,Montevideo,54.81,45.19,Uruguay,South America,3422794.0,181034.0,18.9069,0.999,70164683290.3776,77240830877.4597,Americas,"Montevideo, Uruguay",-34.9011,-56.1645,76.3977432250977,7.877,14718.5878720984
122,Bangalore,54.81,45.19,India,Asia,1417173173.0,3287590.0,431.0675,1.0068,3353470496886.33,3567551674623.01,Asia,"Bangalore, India",12.98815675,77.62260003796,32.6703071594238,4.822,1907.12903981633
123,Thessaloniki,54.8,45.2,Greece,Europe,10384971.0,131990.0,78.68,0.9942,218880566444.349,243498333237.802,Europe,"Thessaloniki, Greece",40.6401,22.9444,166.665649414062,12.426,17262.586536424
124,Hamilton,54.53,45.47,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Hamilton, Canada",43.2560802,-79.8728583,77.3137588500977,5.279,41986.2328595884
125,Bilbao,54.42,45.58,Spain,Europe,47558630.0,505992.0,93.9909,1.0015,1446498147749.03,1620090734956.89,Europe,"Bilbao, Spain",43.263,-2.935,94.5131072998047,12.917,25118.4531381716
126,Lille,54.33,45.67,France,Europe,64626628.0,551695.0,117.1419,1.0015,2796302210398.84,3051831611384.76,Europe,"Lille, France",50.6365654,3.0635282,71.4203109741211,7.308,36447.5784621026
127,Grenoble,54.2,45.8,France,Europe,64626628.0,551695.0,117.1419,1.0015,2796302210398.84,3051831611384.76,Europe,"Grenoble, France",45.1875602,5.7357819,71.4203109741211,7.308,36447.5784621026
128,Karachi,54.1,45.9,Pakistan,Asia,235824862.0,881912.0,267.4018,1.0191,374890295666.694,337912301397.727,Asia,"Karachi, Pakistan",24.8546842,67.0207055,10.6203098297119,5.485,1363.23295218181
129,Johor Bahru,54.07,45.93,Malaysia,Asia,33938221.0,330803.0,102.5934,1.0109,407605841348.235,399705169318.477,Asia,"Johor Bahru, Malaysia",1.4581986,103.7649059,40.2706604003906,3.93,7704.95361176673
130,Algiers,53.88,46.12,Algeria,Africa,44903225.0,2381741.0,18.8531,1.0164,225638456572.143,247626161016.414,Africa,"Algiers, Algeria",36.7729333,3.0588445,53.4012489318848,12.346,2809.55559413559
132,London,53.59,46.41,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"London, Canada",42.9832406,-81.243372,77.3137588500977,5.279,41986.2328595884
133,Phnom Penh,53.56,46.44,Cambodia,Asia,16767842.0,181035.0,92.6221,1.0108,39994532959.6074,42335646895.7984,Asia,"Phnom Penh, Cambodia",11.5730391,104.857807,14.9985504150391,0.231,1343.72667633843
134,Jakarta,53.3,46.7,Indonesia,Asia,275501339.0,1904569.0,144.6529,1.0064,1319076267291.51,1371171152331.16,Asia,"Jakarta, Indonesia",-6.2088,106.8456,42.6331672668457,3.462,3189.24304681592
136,Toowoomba,53.17,46.83,Australia,Oceania,26177413.0,7692024.0,3.4032,1.0099,1690858246994.43,1728057316695.61,Oceania,"Toowoomba, Australia",-27.5610193,151.953351,106.240760803223,3.728,45710.8904505974
137,Odessa (Odesa),53.17,46.83,Ukraine,Europe,39701739.0,603500.0,65.7858,0.912,161989520721.19,178757021965.008,Europe,"Odessa (Odesa), Ukraine",46.4843023,30.7322878,80.84130096435547,9.167666666666667,3918.818359375
138,Medellin,53.12,46.88,Colombia,South America,51874024.0,1141748.0,45.4339,1.0069,345329875078.512,363493841244.303,Americas,"Medellin, Colombia",6.269732449999999,-75.60255965090315,59.2901382446289,10.547,5127.30925580657
139,Rome,53.11,46.89,Italy,Europe,59037474.0,301336.0,195.9191,0.9966,2102995942720.44,2300941152991.81,Europe,"Rome, Italy",41.8933203,12.4829321,73.8962097167969,8.069,29681.5571261882
140,Rennes,53.0,47.0,France,Europe,64626628.0,551695.0,117.1419,1.0015,2796302210398.84,3051831611384.76,Europe,"Rennes, France",48.1113387,-1.6800198,71.4203109741211,7.308,36447.5784621026
141,Petaling Jaya,52.99,47.01,Malaysia,Asia,33938221.0,330803.0,102.5934,1.0109,407605841348.235,399705169318.477,Asia,"Petaling Jaya, Malaysia",3.0988792,101.6454202,40.2706604003906,3.93,7704.95361176673
142,Amadora,52.98,47.02,Portugal,Europe,10270865.0,92090.0,111.5307,0.9981,256898675068.927,289114289663.542,Europe,"Amadora, Portugal",38.758959,-9.2365233,75.557243347168,6.011,19318.4675574803
143,Drogheda,52.96,47.04,Ireland,Europe,5023109.0,70273.0,71.4799,1.0073,548570250341.987,551394889339.778,Europe,"Drogheda, Ireland",53.7149877,-6.3524183,76.6049499511719,4.501,49607.1754153272
145,Regina,52.82,47.18,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Regina, Canada",50.4479733,-104.6158764,77.3137588500977,5.279,41986.2328595884
146,Kamloops,52.63,47.37,Canada,North America,38454327.0,9984670.0,3.8513,1.0078,2161483369422.01,2142470914401.36,Americas,"Kamloops, Canada",50.6758269,-120.339415,77.3137588500977,5.279,41986.2328595884
147,Brussels,52.41,47.59,Belgium,Europe,11655930.0,30528.0,381.8111,1.0038,593438820508.173,644782756682.756,Europe,"Brussels, Belgium",50.8465573,4.351697,83.5736465454102,5.57,41743.0142804966
